sorgente,anno,regione,nome,sesso,palla,livello,cromatico,gigantamax,contrassegni,allenatore,allenatori,identificativo,abilita,natura_e_incontro,mosse,fiocchi,descrizione,metodo,luogo,inizio,fine,giochi
/events/dex/125.shtml,2010,Japan,エレブー,entrambi,cherishball,30,no,no,,めいじろう / おおくま / ほうせい / めいがく / セントポル / せいしゃ / こまざわ / はくもん / YNU / とうかい / ミカエル / いちだい / まちかね / すえかわ / ロンクー / もみじ,16,10100,Static,Any Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 30,Low Kick / Swift / Shock Wave / Light Screen,Festival Ribbon,Trade for Evolution!,In-Life,Japan,10 October 2010,28 November 2010,"Black, White"
/events/dex/125.shtml,2006,Japan,エレブー,maschio,pokeball,30,no,no,,フェスタ,1,11256,Static,Naughty Nature. Date of Receiving Pokémon Festa 06. Apparently had a fateful encounter at Lv. 30,Low Kick / Shock Wave / Light Screen / Thunder Punch,,PokéFesta,In-Life,Japan,25 November 2006,31 January 2007,"Diamond, Pearl"
/events/dex/125.shtml,2006,Japan,エレブー,maschio,pokeball,10,no,no,,トウキョー / オーサカ / ナゴヤ / フクオカ / ヨコハマ / サッポロ,6,60114,Static,Any Nature. Date of Receiving Event. Met at Lv. 10,Quick Attack / Leer / Thunder Punch,,Gotta Catch 'Em All Event 3,In-Life,Japan,14 January 2006,29 January 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/126.shtml,2014,Europe,Magmar,maschio,cherishball,30,no,no,11039,SPRING 2014,1,04014,Vital Spirit,Any Nature. Date of Receiving Lovely place. Apparently had a fateful encounter at Lv. 30,Smokescreen / Fire Spin / Confuse Ray / Fire Punch,Classic Ribbon,"GAME Distribution Event (UK, Spain, France) FNAC Distribution (Portugal) GameMania (NL) Toys R Us etc. (Germany)",Serial Code,Europe,4 April 2014,30 September 2014,X
/events/dex/126.shtml,2014,Others,Magmar,maschio,cherishball,30,no,no,11039,SPRING 2014,1,04014,Vital Spirit,Any Nature. Date of Receiving Lovely place. Apparently had a fateful encounter at Lv. 30,Smokescreen / Fire Spin / Confuse Ray / Fire Punch,Classic Ribbon,"EB Games, JB Hifi & Target Distribution Event",Serial Code,Australia,4 April 2014,30 September 2014,X
/events/dex/126.shtml,2010,Japan,ブーバー,entrambi,cherishball,30,no,no,,めいじろう / おおくま / ほうせい / めいがく / セントポル / せいしゃ / こまざわ / はくもん / YNU / とうかい / ミカエル / いちだい / まちかね / すえかわ / ロンクー / もみじ,16,10100,Flame Body,Any Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 30,Smokescreen / Feint Attack / Fire Spin / Confuse Ray,Festival Ribbon,Trade for Evolution!,In-Life,Japan,10 October 2010,28 November 2010,"Black, White"
/events/dex/126.shtml,2006,Japan,ブーバー,maschio,pokeball,30,no,no,,フェスタ,1,11256,Flame Body,Quiet Nature. Date of Receiving Pokémon Festa 06. Apparently had a fateful encounter at Lv. 30,Smokescreen / Fire Spin / Confuse Ray / Fire Punch,,PokéFesta,In-Life,Japan,25 November 2006,31 January 2007,"Diamond, Pearl"
/events/dex/126.shtml,2006,Japan,ブーバー,maschio,pokeball,10,no,no,,トウキョー / オーサカ / ナゴヤ / フクオカ / ヨコハマ / サッポロ,6,60114,Flame Body,Any Nature. Date of Receiving Event. Met at Lv. 10,Leer / Smog / Fire Punch / Leer,,Gotta Catch 'Em All Event 3,In-Life,Japan,14 January 2006,29 January 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/127.shtml,2014,America,Pinsir,femmina,cherishball,50,no,no,11039,SUM2014,1,08134,Hyper Cutter or Mold Breaker,Adamant Nature. Date of Receiving A lovely place. Apparently had a fateful encounter at Lv. 50,X-scissor / Earthquake / Stone Edge / Return,Event Ribbon,Pokémon Mega Stone Event,Wi-Fi,North America,13 August 2014,17 September 2014,Y
/events/dex/127.shtml,2014,South Korea,쁘사이저,entrambi,cherishball,50,no,no,11039,WCSK14,1,07064,Moxie,Jolly Nature. Date of Receiving A Pokémon Event. Apparently had a fateful encounter at Lv. 50,Earthquake / Swords Dance / Feint / Quick Attack,Classic Ribbon,Pokémon World Championship Qualifier Gift,In-Life,South Korea,6 July 2014,6 July 2014,X
/events/dex/128.shtml,2006,Japan,ケンタロス,maschio,pokeball,10,no,no,,トウキョー / オーサカ / ナゴヤ / フクオカ / ヨコハマ / サッポロ,6,60114,Intimidate or Anger Point,Any Nature. Date of Receiving Event. Met at Lv. 10,Tackle / Tail Whip / Rage / Horn Attack,,Gotta Catch 'Em All Event 3,In-Life,Japan,14 January 2006,29 January 2006,"Ruby, Sapphire, Emerald, FireRed, LeafGreen"
/events/dex/128.shtml,2004,America,Tauros,maschio,pokeball,25,no,no,,JEREMY,1,13579,Intimidate,Any Nature. Date of Receiving Event. Met at Lv. 25,Rage / Horn Attack / Scary Face / Pursuit,,Toys 'R' Us,In-Life,USA,25 September 2004,25 September 2004,"FireRed, LeafGreen"
/events/dex/129.shtml,2017,Others,Magikarp,entrambi,cherishball,19,si,no,10010 9733,Lunar,1,170128,Swift Swim,Any Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 19,Splash / Bounce,Classic Ribbon,"Pokémon - Serial Code In-Store in Taiwan, Malaysia, Singapore, Hong Kong",Serial Code,Asia,28 January 2017,6 February 2017,"Sun, Moon"
/events/dex/129.shtml,2015,Japan,ひろしま,entrambi,cherishball,1,no,no,11039,ポケセン,1,06265,Swift Swim,Any Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 1,Splash / Celebrate / Happy Hour,,Pokémon Center Hiroshima Distribution,In-Life,Japan,26 June 2015,31 August 2015,"X, Y, OmegaRuby, AlphaSapphire"
/events/dex/129.shtml,2015,Japan,ひろしま,entrambi,cherishball,1,si,no,11039 9733,ポケセン,1,06265,Swift Swim,Any Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 1,Splash / Celebrate / Happy Hour,,Pokémon Center Hiroshima Distribution,In-Life,Japan,26 June 2015,31 August 2015,"X, Y, OmegaRuby, AlphaSapphire"
/events/dex/129.shtml,2013,Japan,コイキング,maschio,cherishball,99,si,no,9733,ナゴヤ,1,03203,Swift Swim,Any Nature. Date of Receiving PC Nagoya. Apparently had a fateful encounter at Lv. 99,Flail / Hydro Pump / Bounce / Splash,Classic Ribbon,Pokémon Center Nagoya - Reopening Gift,In-Life,Japan,20 March 2013,6 May 2013,"Black, White, Black 2, White 2"
/events/dex/129.shtml,2007,Japan,コイキング,maschio,pokeball,5,no,no,,ウッツ－,1,01256,Swift Swim,Relaxed Nature. Date of Receiving Event. Apparently had a fateful encounter at Lv. 5,Splash,,Daisuki Club,In-Life,Japan,14 February 2007,14 February 2007,"Diamond, Pearl"
/events/dex/129.shtml,2007,Japan,コイキング,femmina,pokeball,6,no,no,,ルイルイθ,1,02226,Swift Swim,Rash Nature. Date of Receiving Event. Apparently had a fateful encounter at Lv. 6,Splash,,Daisuki Club,In-Life,Japan,14 February 2007,14 February 2007,"Diamond, Pearl"
/events/dex/129.shtml,2007,Japan,コイキング,femmina,pokeball,7,no,no,,ノリィ♪,1,03126,Swift Swim,Hardy Nature. Date of Receiving Event. Apparently had a fateful encounter at Lv. 7,Splash,,Daisuki Club,In-Life,Japan,14 February 2007,14 February 2007,"Diamond, Pearl"
/events/dex/129.shtml,2007,Japan,コイキング,femmina,pokeball,5,no,no,,ナナ,1,07076,Swift Swim,Lonely Nature. Date of Receiving Event. Apparently had a fateful encounter at Lv. 5,Splash,,Daisuki Club,In-Life,Japan,14 February 2007,14 February 2007,"Diamond, Pearl"
/events/dex/129.shtml,2007,Japan,コイキング,maschio,pokeball,4,no,no,,りゅうた,1,12226,Swift Swim,Modest Nature. Date of Receiving Event. Apparently had a fateful encounter at Lv. 4,Splash,,Daisuki Club,In-Life,Japan,14 February 2007,14 February 2007,"Diamond, Pearl"
/events/dex/130.shtml,2024,Global,Gyarados,maschio,cherishball,50,no,no,paldea,Sophia,1,240512,Intimidate,Careful Nature. Date of Receiving a Battle Competition. Apparently had a fateful encounter at Lv. 50,Waterfall / Thunder Wave / Taunt / Protect,Battle Champion Ribbon / Partner Ribbon,Pokémon Asia Championships Special Distribution - Code: GYARAD0S2023SG,Serial Code,Asia,12 May 2024,30 June 2024,"Scarlet, Violet"
/events/dex/130.shtml,2022,Japan,ギャラドス,maschio,pokeball,20,no,no,paldea,Yours,1,Yours,Intimidate,Adamant Nature. Date of Receiving a Crystal Cavern. Apparently had a fateful encounter at Lv. 20,Twister / Ice Fang / Whirlpool / Bite,,Pok�mon Jump Festa - Tera Raid Battle Demo Gift,Serial Code,Japan,17 December 2022,18 December 2023,"Scarlet, Violet"
/events/dex/130.shtml,2016,South Korea,갸라도스,entrambi,cherishball,50,si,no,11039 9733,겨울의반격,1,01166,Intimidate,Any Nature. Date of Receiving Game Freak. Apparently had a fateful encounter at Lv. 50,Waterfall / Thrash / Ice Fang / Earthquake,Event Ribbon,Pokémon Day Gift,In-Life,South Korea,16 January 2016,17 January 2016,"OmegaRuby, AlphaSapphire"
/events/dex/130.shtml,2015,Japan,ギャラドス,entrambi,cherishball,20,si,no,11039 9733,PCひろしま,1,06265,Intimidate,Any Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 20,Waterfall / Bite / Ice Fang / Iron Head,Premier Ribbon,Pokémon Center Hiroshima Distribution,In-Life,Japan,26 June 2015,31 August 2015,"X, Y, OmegaRuby, AlphaSapphire"
/events/dex/130.shtml,2014,Japan,ギャラドス,entrambi,cherishball,50,no,no,11039,ポケセン,1,05104,Intimidate,Any Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 50,Waterfall / Earthquake / Ice Fang / Dragon Dance,Classic Ribbon,Pokémon Center - Mega Evolution Distribution,In-Life,Japan,10 May 2014,21 July 2014,"X, Y"
/events/dex/131.shtml,2020,Japan,ラプラス,entrambi,pokeball,50,no,no,galar,Yours,1,Yours,Water Absorb or Shell Armor or Hydration,Any Nature. Date of Receiving a Pok�mon Event. Apparently had a fateful encounter at Lv. 50,Surf / Ice Beam / Ancient Power / Bulldoze,Classic Ribbon,World Hobby Fair - Max Raid Battle Experience Corner,In-Game,Japan,19 January 2020,21 January 2020,"Sword, Shield"
/events/dex/132.shtml,2025,South Korea,메타몽,,cherishball,30,no,no,paldea,포켓몬타운,1,250425,Limber,Bashful Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 30,Transform,Classic Ribbon,Pokémon Town - Ditto Project Distribution,Serial Code,South Korea,25 April 2025,6 May 2025,"Scarlet, Violet"
/events/dex/132.shtml,2017,Japan,メタモン,,cherishball,10,no,no,10010,カーニバル,1,170814,Limber,Any Nature. Date of Receiving Pok�mon Event 17. Apparently had a fateful encounter at Lv. 10,Transform,,Pikachu Outbreakchu Distribution,In-Life,Japan,14 August 2017,14 August 2017,"Sun, Moon"
/events/dex/133.shtml,2025,America,Eevee,maschio,pokeball,25,no,no,paldea,POKEMONDAY25,1,250227,Adaptability,Jolly Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 25,Hyper Voice / Swift / Sunny Day / Tera Blast,Classic Ribbon,"Pok�mon Day Distribution: Best Buy (US), Gamestop (US/CA), Toys 'R' Us (CA), EB Games (AU/NZ)",Serial Code,"US, Canada, AU, NZ",7 February 2025,27 February 2025,"Scarlet, Violet"
/events/dex/133.shtml,2024,Japan,イーブイ,entrambi,pokeball,10,no,no,paldea,Yours,1,Yours,Run Away or Adaptability,Any Nature. Date of Receiving a Pokemon Event. Apparently had a fateful encounter at Lv. 10,Helping Hand / Covet / Sand Attack / Quick Attack,Vigor Ribbon,Pokéss Matsuri Gift,Serial Code,Japan,14 July 2024,30 September 2024,"Scarlet, Violet"
/events/dex/133.shtml,2020,Others,Eevee,entrambi,cherishball,5,no,no,galar,PCSG,1,200301,Run Away or Adaptability,Any Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 5,Celebrate / Covet / Helping Hand / Tackle,Birthday Ribbon,Pokémon Center Singapore - Birthday Distribution,Serial Code,Singapore,1 March 2020,No End Date,"Sword, Shield"
/events/dex/133.shtml,2019,America,Eevee,entrambi,cherishball,10,si,no,9733 letsgo,Bullseye,1,190511,,Any Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 10,Double-edge / Iron Tail / Helping Hand / Facade,,Pokémon Pass - Target Distribution,Serial Code,United States,11 May 2019,23 June 2019,"Let's Go, Pikachu!"
/events/dex/133.shtml,2019,Japan,イーブイ,entrambi,cherishball,5,no,no,galar,ポケセン,1,191115,Run Away or Adaptability,Any Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 5,Celebrate / Covet / Helping Hand / Tackle,Birthday Ribbon,Pokémon Center - Birthday Distribution,Serial Code,Japan,15 November 2019,14 November 2020,"Sword, Shield"
/events/dex/133.shtml,2019,South Korea,이브이,entrambi,cherishball,10,si,no,9733 letsgo,베스트프렌드,1,190511,,Any Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 10,Double-edge / Dig / Iron Tail / Helping Hand,,Pokémon Let's Go - Purchase Gift,Serial Code,South Korea,1 May 2019,31 May 2019,"Let's Go, Eevee!"
/events/dex/133.shtml,2016,Japan,イーブイ,entrambi,cherishball,10,no,no,10010,ポケセン♪,1,161118,Run Away or Adaptability,Jolly Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 10,Celebrate / Tail Whip / Hold Back / Happy Hour,Birthday Ribbon,Pokémon Center - Birthday Gift,In-Life,Japan,18 November 2016,No End Date,"Sun, Moon"
/events/dex/133.shtml,2016,Japan,イーブイ,entrambi,cherishball,15,si,no,11039 9733,Pスクラップ,1,03016,Run Away or Adaptability,Any Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 15,Swift / Quick Attack / Baby-doll Eyes / Helping Hand,Classic Ribbon,Pokémon Scrap 2016 Campaign,Serial Code,Japan,1 March 2016,31 August 2016,"OmegaRuby, AlphaSapphire"
/events/dex/133.shtml,2014,Japan,イーブイ,entrambi,cherishball,10,no,no,11039,ポケセン♪,1,10014,Adaptability,Any Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 10,Celebrate / Sand Attack / Baby-doll Eyes / Swift,Birthday Ribbon,Pokémon Center Birthday Event,In-Life,Japan,1 October 2014,30 September 2015,"X, Y, OmegaRuby, AlphaSapphire"
/events/dex/133.shtml,2013,Japan,イーブイ,maschio,cherishball,10,no,no,11039,ポケセン♪,1,10123,Adaptability,Any Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 10,Celebrate / Sand Attack / Baby-doll Eyes / Swift,Birthday Ribbon,Pokémon Center Birthday Event,In-Life,Japan,12 October 2013,30 September 2014,"X, Y"
/events/dex/133.shtml,2013,Japan,イーブイ,femmina,cherishball,50,no,no,,キヨ,1,07133,Adaptability,Any Nature. Date of Receiving Lovely Place. Apparently had a fateful encounter at Lv. 50,Sing / Return / Echoed Voice / Attract,Event Ribbon,Extremespeed Genesect: Mewtwo Awakens - Event @ Lalaport Toyosu Mall Pokémon Centers,In-Life,Japan,13 July 2013,1 September 2013,"Black, White, Black 2, White 2"
/events/dex/133.shtml,2010,America,Eevee,maschio,cherishball,50,si,no,9733,VGC10,1,05080,Adaptability,Hardy Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 50,Iron Tail / Trump Card / Flail / Quick Attack,Classic Ribbon,Video Game Championships,In-Life,USA,8 May 2010,15 August 2010,"HeartGold, SoulSilver"
/events/dex/133.shtml,2010,Japan,イーブイ,maschio,cherishball,50,si,no,9733,WCS,1,01110,Adaptability,Hardy Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 50,Iron Tail / Trump Card / Flail / Quick Attack,Classic Ribbon,World Championship,In-Life,Japan,11 January 2010,9 May 2010,"HeartGold, SoulSilver"
/events/dex/133.shtml,2010,Europe,Eevee,maschio,cherishball,50,si,no,9733,VGC10,1,05080,Adaptability,Hardy Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 50,Iron Tail / Trump Card / Flail / Quick Attack,Classic Ribbon,Video Game Championships,In-Life,Spain,19 June 2010,19 June 2010,"HeartGold, SoulSilver"
/events/dex/133.shtml,2010,Europe,Eevee,maschio,cherishball,50,si,no,9733,VGC10,1,05080,Adaptability,Hardy Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 50,Iron Tail / Trump Card / Flail / Quick Attack,Classic Ribbon,Video Game Championships,In-Life,France,12 June 2010,12 June 2010,"HeartGold, SoulSilver"
/events/dex/133.shtml,2010,Europe,Eevee,maschio,cherishball,50,si,no,9733,VGC10,1,05080,Adaptability,Hardy Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 50,Iron Tail / Trump Card / Flail / Quick Attack,Classic Ribbon,Video Game Championships,In-Life,Germany,5 June 2010,5 June 2010,"HeartGold, SoulSilver"
/events/dex/133.shtml,2010,Europe,Eevee,maschio,cherishball,50,si,no,9733,VGC10,1,05080,Adaptability,Hardy Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 50,Iron Tail / Trump Card / Flail / Quick Attack,Classic Ribbon,Video Game Championships,In-Life,UK,29 May 2010,29 May 2010,"HeartGold, SoulSilver"
/events/dex/133.shtml,2009,Japan,イーブイ,femmina,cherishball,10,no,no,,ブイコレ,1,12068,Adaptability,Lonely Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 10,Covet / Bite / Helping Hand / Attract,Classic Ribbon,Pokémon Center Sapporo,In-Life,Japan,6 March 2009,19 March 2009,"Diamond, Pearl, Platinum"
/events/dex/133.shtml,2008,Japan,イーブイ,femmina,cherishball,10,no,no,,ブイコレ,1,12068,Adaptability,Lonely Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 10,Covet / Bite / Helping Hand / Attract,Classic Ribbon,Pokémon Center,In-Life,Japan,6 December 2008,12 January 2009,"Diamond, Pearl, Platinum"
/events/dex/134.shtml,2017,Japan,シャワーズ,femmina,cherishball,50,no,no,10010,ポケセン,1,170513,Hydration,Any Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 50,Scald / Ice Beam / Rain Dance / Rest,Classic Ribbon,Pokémon Center - Eevee's Colourful Friends Distribution,In-Life,Japan,13 May 2017,23 June 2017,"Sun, Moon"
/events/dex/134.shtml,2017,South Korea,샤미드,femmina,cherishball,50,no,no,10010,포켓몬스토어,1,170715,Hydration,Any Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 50,Scald / Ice Beam / Rain Dance / Rest,Classic Ribbon,Pokémon Eevee Distribution,In-Life,South Korea,15 July 2017,23 July 2017,"Sun, Moon"
/events/dex/134.shtml,2014,Japan,シャワーズ,entrambi,cherishball,10,no,no,11039,ポケセン♪,1,10014,Water Absorb,Any Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 10,Celebrate / Tail Whip / Sand Attack / Water Gun,Birthday Ribbon,Pokémon Center Birthday Event,In-Life,Japan,1 October 2014,30 September 2015,"X, Y, OmegaRuby, AlphaSapphire"
/events/dex/134.shtml,2013,Japan,シャワーズ,maschio,cherishball,10,no,no,11039,ポケセン♪,1,10123,Water Absorb,Any Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 10,Celebrate / Tail Whip / Sand Attack / Water Gun,Birthday Ribbon,Pokémon Center Birthday Event,In-Life,Japan,12 October 2013,30 September 2014,"X, Y"
/events/dex/134.shtml,2011,America,Vaporeon,maschio,,10,no,no,,Yours,1,Yours,Hydration,Any Nature. Date of Receiving Entree Forest. Met at Lv. 10,Tail Whip / Tackle / Helping Hand / Sand Attack,,Befriend A Pokémon,Global Link,USA,19 May 2011,19 July 2011,"Black, White"
/events/dex/134.shtml,2011,Europe,Vaporeon,maschio,,10,no,no,,Yours,1,Yours,Hydration,Any Nature. Date of Receiving Entree Forest. Met at Lv. 10,Tail Whip / Tackle / Helping Hand / Sand Attack,,Befriend A Pokémon,Global Link,Europe,19 May 2011,19 July 2011,"Black, White"
/events/dex/134.shtml,2010,Japan,シャワーズ,maschio,,10,no,no,,Yours,1,Yours,Hydration,Any Nature. Date of Receiving Entree Forest. Met at Lv. 10,Tail Whip / Tackle / Helping Hand / Sand Attack,,Pokémon Labyrinth,Global Link,Japan,20 October 2010,31 January 2011,"Black, White"
/events/dex/135.shtml,2017,Japan,サンダース,femmina,cherishball,50,no,no,10010,ポケセン,1,170513,Volt Absorb,Any Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 50,Thunderbolt / Shadow Ball / Light Screen / Volt Switch,Classic Ribbon,Pokémon Center - Eevee's Colourful Friends Distribution,In-Life,Japan,13 May 2017,23 June 2017,"Sun, Moon"
/events/dex/135.shtml,2017,South Korea,쥬피썬더,femmina,cherishball,50,no,no,10010,포켓몬스토어,1,170715,Volt Absorb,Any Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 50,Thunderbolt / Shadow Ball / Light Screen / Volt Switch,Classic Ribbon,Pokémon Eevee Distribution,In-Life,South Korea,15 July 2017,23 July 2017,"Sun, Moon"
/events/dex/135.shtml,2014,Japan,サンダース,entrambi,cherishball,10,no,no,11039,ポケセン♪,1,10014,Volt Absorb,Any Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 10,Celebrate / Tail Whip / Sand Attack / Thunder Shock,Birthday Ribbon,Pokémon Center Birthday Event,In-Life,Japan,1 October 2014,30 September 2015,"X, Y, OmegaRuby, AlphaSapphire"
/events/dex/135.shtml,2013,Japan,サンダース,maschio,cherishball,10,no,no,11039,ポケセン♪,1,10123,Volt Absorb,Any Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 10,Celebrate / Tail Whip / Sand Attack / Thunder Shock,Birthday Ribbon,Pokémon Center Birthday Event,In-Life,Japan,12 October 2013,30 September 2014,"X, Y"
/events/dex/135.shtml,2011,America,Jolteon,maschio,,10,no,no,,Yours,1,Yours,Quick Feet,Any Nature. Date of Receiving Entree Forest. Met at Lv. 10,Tail Whip / Tackle / Helping Hand / Sand Attack,,Befriend A Pokémon,Global Link,USA,19 May 2011,19 July 2011,"Black, White"
/events/dex/135.shtml,2011,Europe,Jolteon,maschio,,10,no,no,,Yours,1,Yours,Quick Feet,Any Nature. Date of Receiving Entree Forest. Met at Lv. 10,Tail Whip / Tackle / Helping Hand / Sand Attack,,Befriend A Pokémon,Global Link,Europe,19 May 2011,19 July 2011,"Black, White"
/events/dex/135.shtml,2010,Japan,サンダース,maschio,,10,no,no,,Yours,1,Yours,Quick Feet,Any Nature. Date of Receiving Entree Forest. Met at Lv. 10,Tail Whip / Tackle / Helping Hand / Sand Attack,,Pokémon Labyrinth,Global Link,Japan,20 October 2010,31 January 2011,"Black, White"
/events/dex/136.shtml,2017,Japan,ブースター,femmina,cherishball,50,no,no,10010,ポケセン,1,170513,Guts,Any Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 50,Flare Blitz / Facade / Will-o-wisp / Quick Attack,Classic Ribbon,Pokémon Center - Eevee's Colourful Friends Distribution,In-Life,Japan,13 May 2017,23 June 2017,"Sun, Moon"
/events/dex/136.shtml,2017,South Korea,부스터,femmina,cherishball,50,no,no,10010,포켓몬스토어,1,170715,Guts,Any Nature. Date of Receiving a lovely place. Apparently had a fateful encounter at Lv. 50,Flare Blitz / Facade / Will-o-wisp / Quick Attack,Classic Ribbon,Pokémon Eevee Distribution,In-Life,South Korea,15 July 2017,23 July 2017,"Sun, Moon"
/events/dex/136.shtml,2014,Japan,ブースター,entrambi,cherishball,10,no,no,11039,ポケセン♪,1,10014,Flash Fire,Any Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 10,Celebrate / Tail Whip / Sand Attack / Ember,Birthday Ribbon,Pokémon Center Birthday Event,In-Life,Japan,1 October 2014,30 September 2015,"X, Y, OmegaRuby, AlphaSapphire"
/events/dex/136.shtml,2013,Japan,ブースター,maschio,cherishball,10,no,no,11039,ポケセン♪,1,10123,Flash Fire,Any Nature. Date of Receiving Pokémon Center. Apparently had a fateful encounter at Lv. 10,Celebrate / Tail Whip / Sand Attack / Ember,Birthday Ribbon,Pokémon Center Birthday Event,In-Life,Japan,12 October 2013,30 September 2014,"X, Y"
/events/dex/136.shtml,2011,America,Flareon,maschio,,10,no,no,,Yours,1,Yours,Guts,Any Nature. Date of Receiving Entree Forest. Met at Lv. 10,Tail Whip / Tackle / Helping Hand / Sand Attack,,Befriend A Pokémon,Global Link,USA,19 May 2011,19 July 2011,"Black, White"
/events/dex/136.shtml,2011,Europe,Flareon,maschio,,10,no,no,,Yours,1,Yours,Guts,Any Nature. Date of Receiving Entree Forest. Met at Lv. 10,Tail Whip / Tackle / Helping Hand / Sand Attack,,Befriend A Pokémon,Global Link,Europe,19 May 2011,19 July 2011,"Black, White"
/events/dex/136.shtml,2010,Japan,ブースター,maschio,,10,no,no,,Yours,1,Yours,Guts,Any Nature. Date of Receiving Entree Forest. Met at Lv. 10,Tail Whip / Tackle / Helping Hand / Sand Attack,,Pokémon Labyrinth,Global Link,Japan,20 October 2010,31 January 2011,"Black, White"
/events/dex/137.shtml,2012,America,Porygon,,,10,no,no,,Yours,1,Yours,Analytic,Any Nature. Date of Receiving Entree Forest. Met at Lv. 10,Tackle / Conversion / Sharpen / Psybeam,,Pokémon Global Link Renewal Gift,Global Link,North America,12 July 2011,18 October 2012,"Black, White, Black 2, White 2"
/events/dex/137.shtml,2012,Europe,Porygon,,,10,no,no,,Yours,1,Yours,Analytic,Any Nature. Date of Receiving Entree Forest. Met at Lv. 10,Tackle / Conversion / Sharpen / Psybeam,,Pokémon Global Link Renewal Gift,Global Link,Europe,19 July 2011,18 October 2012,"Black, White, Black 2, White 2"
/events/dex/137.shtml,2012,Others,Porygon,,,10,no,no,,Yours,1,Yours,Analytic,Any Nature. Date of Receiving Entree Forest. Met at Lv. 10,Tackle / Conversion / Sharpen / Psybeam,,Pokémon Global Link Renewal Gift,Global Link,Oceania,12 July 2011,27 September 2012,"Black, White"
/events/dex/137.shtml,2011,Japan,ポリゴン,,,10,no,no,,Yours,1,Yours,Analytic,Any Nature. Date of Receiving Entree Forest. Met at Lv. 10,Tackle / Conversion / Sharpen / Psybeam,,Pokémon BW Multiplayer Guide Book,Global Link,Japan,18 May 2011,26 April 2012,"Black, White"
/events/dex/138.shtml,2012,Japan,オムナイト,maschio,cherishball,15,no,no,,キャンプ,1,07192,Swift Swim,Any Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 15,Bubble Beam / Supersonic / Withdraw / Bite,Classic Ribbon,Pokémon Adventure Camp,In-Life,Japan,21 July 2012,21 July 2012,"Black, White, Black 2, White 2"
/events/dex/140.shtml,2012,Japan,カブト,maschio,cherishball,15,no,no,,キャンプ,1,07192,Battle Armor,Any Nature. Date of Receiving Pokémon Event. Apparently had a fateful encounter at Lv. 15,Confuse Ray / Dig / Scratch / Harden,Classic Ribbon,Pokémon Adventure Camp,In-Life,Japan,21 July 2012,21 July 2012,"Black, White, Black 2, White 2"
/events/dex/142.shtml,2019,America,Aerodactyl,entrambi,cherishball,50,no,no,10010,Worlds19,1,081619,Unnerve,Any Nature. Date of Receiving WCS 2019. Apparently had a fateful encounter at Lv. 50,Celebrate / Ancient Power / Rock Polish / Wide Guard,Event Ribbon,Pokémon 2019 World Championships Distribution - Washington D.C.,In-Life,North America,16 August 2019,18 August 2019,"Sun, Moon, Ultra Sun, Ultra Moon"
