sorgente,anno,regione,nome,sesso,palla,livello,cromatico,gigantamax,contrassegni,allenatore,allenatori,identificativo,abilita,natura_e_incontro,mosse,fiocchi,descrizione,metodo,luogo,inizio,fine,giochi
/events/items/2020.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Sword & Shield - Ranked Battle Season 7 (Master & Ultra Tier),Battle Stadium,International,1 July 2020,30 July 2020,"Sword, Shield"
/events/items/2020.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Sword & Shield - Ranked Battle Season 7 (Great Tier),Battle Stadium,International,1 July 2020,30 July 2020,"Sword, Shield"
/events/items/2020.shtml,,,,,,,no,no,,,0,,,,,,"Pokémon Sword & Shield - Ranked Battle Season 7 (Beginning, Poké Ball & Great Tier)",Battle Stadium,International,1 July 2020,30 July 2020,"Sword, Shield"
/events/items/2020.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Sword & Shield - Ranked Battle Season 8 (Master & Ultra Tier),Battle Stadium,International,1 September 2020,30 September 2020,"Sword, Shield"
/events/items/2020.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Sword & Shield - Ranked Battle Season 8 (Great Tier),Battle Stadium,International,1 September 2020,30 September 2020,"Sword, Shield"
/events/items/2020.shtml,,,,,,,no,no,,,0,,,,,,"Pokémon Sword & Shield - Ranked Battle Season 8 (Beginning, Poké Ball & Great Tier)",Battle Stadium,International,1 September 2020,30 September 2020,"Sword, Shield"
/events/items/2020.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Sword & Shield - Champion Invitational - Code: K2020CHAMP10NS,Serial Code,International,5 September 2020,6 September 2020,"Sword, Shield"
/events/items/2020.shtml,,,,,,,no,no,,,0,,,,,,"Pokémon Sword & Shield - Store Tie in Gamestop (Germany, Switzerland, Austria",Serial Code,Europe,25 September 2020,25 October 2020,"Sword, Shield"
/events/items/2020.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Sword & Shield + Expansion Pass - Purchase Gift,Serial Code,Global,6 November 2020,2021,"Sword, Shield"
/events/items/2020.shtml,,,,,,,no,no,,,0,,,,,,"Mythical Pokémon Get Challenge - 5 Points, 16 Points",Serial Code,Japan,20 November 2020,30 April 2021,"Sword, Shield"
/events/items/2020.shtml,,,,,,,no,no,,,0,,,,,,Mythical Pokémon Get Challenge - 10 Points,Serial Code,Japan,20 November 2020,30 April 2021,"Sword, Shield"
/events/items/2020.shtml,,,,,,,no,no,,,0,,,,,,Mythical Pokémon Get Challenge - 20 Points,Serial Code,Japan,20 November 2020,30 April 2021,"Sword, Shield"
/events/items/2020.shtml,,,,,,,no,no,,,0,,,,,,Mythical Pokémon Get Challenge - 27 Points,Serial Code,Japan,20 November 2020,30 April 2021,"Sword, Shield"
/events/items/2020.shtml,,,,,,,no,no,,,0,,,,,,Mythical Pokémon Get Challenge - 30 Points,Serial Code,Japan,20 November 2020,30 April 2021,"Sword, Shield"
/events/items/2020.shtml,,,,,,,no,no,,,0,,,,,,Players Cup Code - PC2F1NALSSTREAM,Serial Code,Global,12 December 2020,14 December 2020,"Sword, Shield"
/events/items/2021.shtml,,,,,galaricawreath,,no,no,,,0,,,,,,Crown Tournament Code - CR0WNF1NALS,Serial Code,Global,6 February 2021,7 February 2021,"Sword, Shield"
/events/items/2021.shtml,,,,,,,no,no,,,0,,,,,,Cramorant Max Raid Battle - 1 Million Defeated Reward,Wi-Fi,Global,10 February 2021,28 February 2021,"Sword, Shield"
/events/items/2021.shtml,,,,,armoriteore,,no,no,,,0,,,,,,Pokémon Sword & Shield - Pokémon Day Gift,Wi-Fi,International,2 March 2021,14 March 2021,"Sword, Shield"
/events/items/2021.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Sword & Shield - Store Tie in GameMania (Netherlands/Belgium),Serial Code,Europe,19 March 2021,19 April 2021,"Sword, Shield"
/events/items/2021.shtml,,,,,,,no,no,,,0,,,,,,Dynamax Adventures Video Code - ADVENTUREB9F,Serial Code,Global,27 March 2021,3 April 2021,"Sword, Shield"
/events/items/2021.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Players Cup III - Code: DREAMB1GPC3,Serial Code,International,10 April 2021,12 April 2021,"Sword, Shield"
/events/items/2021.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Players Cup III - Code: WPF1NALSPC3,Serial Code,International,23 April 2021,26 April 2021,"Sword, Shield"
/events/items/2021.shtml,,,,,,,no,no,,,0,,,,,,Spring Single Tournament Code - SPR1NGPA0R1,Serial Code,Global,15 May 2021,16 May 2021,"Sword, Shield"
/events/items/2021.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Sword & Shield - Chilling Reign Store Tie in GAME (UK) Gamestop (DE/IT),Serial Code,Europe,18 June 2021,18 July 2021,"Sword, Shield"
/events/items/2021.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Players Cup IV - PLAYERSCH01CEPC,Serial Code,Global,17 July 2021,19 July 2021,"Sword, Shield"
/events/items/2021.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Players Cup IV - PC4F1NALSBEAST,Serial Code,Global,30 July 2021,2 August 2021,"Sword, Shield"
/events/items/2021.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Sword & Shield - Evolving Skies Store Tie in Gamestop (IT),Serial Code,Europe,27 August 2021,27 September 2021,"Sword, Shield"
/events/items/2021.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Sword & Shield - Celebrations Tie-In Best Buy,Serial Code,North America,10 October 2021,24 October 2021,"Sword, Shield"
/events/items/2021.shtml,,,,,strawberrysweet,,no,no,,,0,,,,,,Pokémon Center - Sweets Distribution,Serial Code,Japan,1 November 2021,No End Date,"Sword, Shield"
/events/items/2021.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Brilliant Diamond & Shining Pearl - eShop Download Bonus,Global,19,11,No End Date,"Shield, Brilliant Diamond"
/events/items/2021.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Brilliant Diamond & Shining Pearl - Double Pack Bonus,Global,19,11,No End Date,"Shield, Brilliant Diamond"
/events/items/2021.shtml,,,,,,,no,no,,,0,,,,,,"Pokémon Brilliant Diamond & Shining Pearl - Pre-Order Distribution Japan - 7/11 US: Amazon UK: Amazon, GAME, SimplyGames, ShopTo",Serial Code,Global,19 November 2021,No End Date,"Brilliant Diamond, Shining Pearl"
/events/items/2022.shtml,,Growlithe,,,oaksletter,,no,no,,,0,,,,,,Pokémon BDSP - Pokémon Day Present,Wi-Fi,International,27 February 2022,31 March 2022,"Brilliant Diamond, Shining Pearl"
/events/items/2022.shtml,,Growlithe,,,,,no,no,,,0,,,,,,Pokémon Day Present - ARCEUSADVENTURE,Serial Code,International,27 February 2022,31 March 2022,Legends: Arceus
/events/items/2022.shtml,,Growlithe,,,,,no,no,,,0,,,,,,Poké Times Twitter Campaign Present - THX4Y0URHELP,Serial Code,International,4 March 2022,31 March 2022,Legends: Arceus
/events/items/2022.shtml,,Growlithe,,,membercard,,no,no,,,0,,,,,,Pokémon BDSP - April New Moon Gift,Wi-Fi,International,1 April 2022,30 April 2022,"Brilliant Diamond, Shining Pearl"
/events/items/2022.shtml,,Growlithe,,,,,no,no,,,0,,,,,,Pokémon Legends: Arceus Strategy Guide gift,Serial Code,Japan,16 April 2022,2022,Legends: Arceus
/events/items/2022.shtml,,Growlithe,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet Dual Pack Gift,Serial Code,Global,18 November 2022,28 February 2023,"Scarlet, Violet"
/events/items/2022.shtml,,Growlithe,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet Digital Distribution Gift,Serial Code,Global,18 November 2022,28 February 2023,"Scarlet, Violet"
/events/items/2022.shtml,,Growlithe,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet Ball Set Pre-Order Bonus,Serial Code,Global,18 November 2022,28 February 2023,"Scarlet, Violet"
/events/items/2022.shtml,,Growlithe,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet Berry Set Pre-Order Bonus,Serial Code,Global,18 November 2022,28 February 2023,"Scarlet, Violet"
/events/items/2022.shtml,,Growlithe,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet Healing Set Pre-Order Bonus,Serial Code,Global,18 November 2022,28 February 2023,"Scarlet, Violet"
/events/items/2022.shtml,,Growlithe,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet Luxury Set Pre-Order Bonus,Serial Code,Global,18 November 2022,28 February 2023,"Scarlet, Violet"
/events/items/2022.shtml,,Growlithe,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet Refreshment Set Set Pre-Order Bonus,Serial Code,Global,18 November 2022,28 February 2023,"Scarlet, Violet"
/events/items/2022.shtml,,Growlithe,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet Convenience Store Gift,Serial Code,Japan,18 November 2022,28 February 2023,"Scarlet, Violet"
/events/items/2022.shtml,,Growlithe,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet Video Series Gift,Serial Code,Japan,1 December 2022,31 January 2023,"Scarlet, Violet"
/events/items/2022.shtml,,Growlithe,,,,,no,no,,,0,,,,,,"Pokémon Scarlet & Violet Poke Times Gift: T0MAT0SL1CE, LETTUCEBAC0N, PEANUTBUTTER, SALTV1NEGAR, HAMCHEESE, BANANACREAM",Serial Code,Japan,12 December 2022,18 December 2022,"Scarlet, Violet"
/events/items/2022.shtml,,Growlithe,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet Strategy Guide,Serial Code,Japan,18 December 2022,28 December 2023,"Scarlet, Violet"
/events/items/2022.shtml,,Growlithe,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet Holiday Gift: HAPPYH0L1DAYS,Serial Code,Global,23 December 2022,25 December 2022,"Scarlet, Violet"
/events/items/2022.shtml,,Growlithe,,,featherball,,no,no,,,0,,,,,,Pok�mon Legends Arceus - Gamestop Distribution,Serial Code,Global,25 February 2022,13 March 2022,
/events/items/2022.shtml,,Growlithe,,,featherball,,no,no,,,0,,,,,,Pok�mon Legends Arceus Distribution GAME - UK/Spain Micromania - France Gamestop - DE/IT GameMania - Netherlands,Serial Code,Global,4 March 2022,4 April 2022,
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,"Pokémon Scarlet & Violet - Season 1 Battle Stadium Rewards Great Ball Tier, Ultra Ball Tier, Master Ball Tier",Battle Stadium,Japan,5 January 2023,31 January 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,"Pokémon Scarlet & Violet - Season 1 Battle Stadium Rewards Ultra Ball Tier, Master Ball Tier",Battle Stadium,Japan,5 January 2023,31 January 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet Poke Times Gift: MAKEWA2AMACH1NE,Serial Code,Japan,6 January 2023,15 January 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet After School Research Club Gift: T0KUSE1STUDY,Serial Code,Japan,19 January 2023,28 February 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon the Orchesta - Special Gift,Serial Code,South Korea,28 January 2023,29 January 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,"Pokémon Scarlet & Violet - Season 2 Battle Stadium Rewards Poke Ball Tier, Great Ball Tier",Battle Stadium,Japan,1 February 2023,28 February 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,"Pokémon Scarlet & Violet - Season 2 Battle Stadium Rewards Great Ball Tier, Ultra Ball Tier, Master Ball Tier",Battle Stadium,Japan,1 January 2023,28 February 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,"Pokémon Scarlet & Violet - Season 2 Battle Stadium Rewards Ultra Ball Tier, Master Ball Tier",Battle Stadium,Japan,1 February 2023,28 February 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,"Pokémon Scarlet & Violet - Season 2 Battle Stadium Rewards Great Ball Tier, Ultra Ball Tier",Battle Stadium,Japan,1 February 2023,28 February 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet - Season 2 Battle Stadium Rewards<br /Master Ball Tier,Battle Stadium,Japan,1 February 2023,28 February 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet After School Research Club Gift: LETSTERA,Serial Code,Japan,2 February 2023,31 March 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Poké Times Valentines Gift - HAPPYVALENT1NE,Serial Code,Japan,14 February 2023,14 March 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Poké Times Valentines Gift - L0VEL0VEL0VE,Serial Code,Japan,14 February 2023,14 March 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet After School Research Club Gift: M0RESPEED,Serial Code,Japan,23 February 2023,31 March 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet - Connect with Pokémon GO in Mystery Gift,In-Game,Global,27 February 2023,No End Date,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,"Pokémon Scarlet & Violet - Season 3 Battle Stadium Rewards Poke Ball Tier, Great Ball Tier",Battle Stadium,Japan,1 March 2023,31 March 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,"Pokémon Scarlet & Violet - Season 3 Battle Stadium Rewards Great Ball Tier, Ultra Ball Tier, Master Ball Tier",Battle Stadium,Japan,1 March 2023,31 March 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,"Pokémon Scarlet & Violet - Season 3 Battle Stadium Rewards Ultra Ball Tier, Master Ball Tier",Battle Stadium,Japan,1 March 2023,31 March 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,"Pokémon Scarlet & Violet - Season 3 Battle Stadium Rewards Great Ball Tier, Ultra Ball Tier",Battle Stadium,Japan,1 March 2023,31 March 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet - Season 3 Battle Stadium Rewards<br /Master Ball Tier,Battle Stadium,Japan,1 March 2023,31 March 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet After School Research Club Gift: ENJ0YBATTLE,Serial Code,Japan,23 March 2023,30 April 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,"Pokémon Scarlet & Violet - Season 4 Battle Stadium Rewards Poke Ball Tier, Great Ball Tier",Battle Stadium,Japan,1 April 2023,31 April 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,"Pokémon Scarlet & Violet - Season 4 Battle Stadium Rewards Great Ball Tier, Ultra Ball Tier, Master Ball Tier",Battle Stadium,Japan,1 April 2023,31 April 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,"Pokémon Scarlet & Violet - Season 4 Battle Stadium Rewards Ultra Ball Tier, Master Ball Tier",Battle Stadium,Japan,1 April 2023,31 April 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,"Pokémon Scarlet & Violet - Season 4 Battle Stadium Rewards Great Ball Tier, Ultra Ball Tier",Battle Stadium,Japan,1 April 2023,31 April 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet - Season 4 Battle Stadium Rewards<br /Master Ball Tier,Battle Stadium,Japan,1 April 2023,31 April 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet - Newsletter Code: LEVELUP,Serial Code,Japan,14 April 2023,2 October 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet - Newsletter Code: REV1VE,Serial Code,Japan,14 April 2023,2 October 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet - Newsletter Code: CATCHBYBALL,Serial Code,Japan,14 April 2023,2 October 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet After School Research Club Gift: R0CKANDBAT0N,Serial Code,Japan,20 April 2023,7 May 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,"Pokémon Scarlet & Violet - Season 5 Battle Stadium Rewards Poke Ball Tier, Great Ball Tier",Battle Stadium,Japan,1 May 2023,31 April 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,"Pokémon Scarlet & Violet - Season 5 Battle Stadium Rewards Great Ball Tier, Ultra Ball Tier, Master Ball Tier",Battle Stadium,Japan,1 May 2023,31 April 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,"Pokémon Scarlet & Violet - Season 5 Battle Stadium Rewards Ultra Ball Tier, Master Ball Tier",Battle Stadium,Japan,1 May 2023,31 April 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,"Pokémon Scarlet & Violet - Season 5 Battle Stadium Rewards Great Ball Tier, Ultra Ball Tier",Battle Stadium,Japan,1 May 2023,31 April 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet - Season 5 Battle Stadium Rewards<br /Master Ball Tier,Battle Stadium,Japan,1 May 2023,31 April 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet After School Research Club Gift: GETG0LD,Serial Code,Japan,18 May 2023,4 June 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet After School Research Club Gift: PLAYD0UBLE,Serial Code,Japan,8 June 2023,30 June 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Nintendo Direct Special Gift. Code: TREASUREHUNT,Serial Code,Global,21 June 2023,31 July 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet After School Research Club Gift: TERATYPECHANGE,Serial Code,Japan,6 July 2023,31 July 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Summer Festival - Picnic Gift,Serial Code,Japan,22 July 2023,31 August 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Summer Festival - Standard Gift,Serial Code,Japan,22 July 2023,31 August 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Palean Winds Gift - SWEET0RSP1CY,Serial Code,Global,18 October 2023,30 September 2024,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet Hidden Treasure of Area Zero Physical Bundle Purchase Gift,Serial Code,Global,3 November 2023,No End Date,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet Hidden Treasure of Area Zero Gift,Internet,Global,14 December 2023,3 January 2023,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet TM223 Apology Gift,Internet,Global,26 December 2023,31 January 2024,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet Newsletter - SUPEREFFECT1VE,Internet,Global,26 December 2023,28 February 2025,"Scarlet, Violet"
/events/items/2023.shtml,,,,,,,no,no,,,0,,,,,,Pokémon Scarlet & Violet Newsletter - G0TCHAP0KEM0N,Internet,Global,26 December 2023,28 February 2025,"Scarlet, Violet"
