dex,nome,sesso,gmax,forma,regione,commento
539,Sawk,,,,Unova,
540,Sewaddle,,,,Unova,
541,Swadloon,,,,Unova,
542,Leavanny,,,,Unova,
543,Venipede,,,,Unova,
544,Whirlipede,,,,Unova,
545,Scolipede,,,,Unova,
546,Cottonee,,,,Unova,
547,Whimsicott,,,,Unova,
548,Petilil,,,,Unova,
549,Lilligant,,,,Unova,
550,Basculin,,,Red-Striped Form,Unova,
550,Basculin,,,Blue-Striped Form,Unova,
551,Sandile,,,,Unova,
552,Krokorok,,,,Unova,
553,Krookodile,,,,Unova,
554,Darumaka,,,,Unova,
555,Darmanitan,,,,Unova,
556,Maractus,,,,Unova,
557,Dwebble,,,,Unova,
558,Crustle,,,,Unova,
559,Scraggy,,,,Unova,
560,Scrafty,,,,Unova,
561,Sigilyph,,,,Unova,
562,Yamask,,,,Unova,
563,Cofagrigus,,,,Unova,
564,Tirtouga,,,,Unova,
565,Carracosta,,,,Unova,
566,Archen,,,,Unova,
567,Archeops,,,,Unova,
568,Trubbish,,,,Unova,
569,Garbodor,,1,,Unova,
570,Zorua,,,,Unova,
571,Zoroark,,,,Unova,
572,Minccino,,,,Unova,
573,Cinccino,,,,Unova,
574,Gothita,,,,Unova,
575,Gothorita,,,,Unova,
576,Gothitelle,,,,Unova,
577,Solosis,,,,Unova,
578,Duosion,,,,Unova,
579,Reuniclus,,,,Unova,
580,Ducklett,,,,Unova,
581,Swanna,,,,Unova,
582,Vanillite,,,,Unova,
583,Vanillish,,,,Unova,
584,Vanilluxe,,,,Unova,
585,Deerling,,,Spring Form,Unova,
585,Deerling,,,Summer Form,Unova,
585,Deerling,,,Autumn Form,Unova,
585,Deerling,,,Winter Form,Unova,
586,Sawsbuck,,,Spring Form,Unova,
586,Sawsbuck,,,Summer Form,Unova,
586,Sawsbuck,,,Autumn Form,Unova,
586,Sawsbuck,,,Winter Form,Unova,
587,Emolga,,,,Unova,
588,Karrablast,,,,Unova,
589,Escavalier,,,,Unova,
590,Foongus,,,,Unova,
591,Amoonguss,,,,Unova,
592,Frillish,♂,,,Unova,
592,Frillish,♀,,,Unova,
593,Jellicent,♂,,,Unova,
593,Jellicent,♀,,,Unova,
594,Alomomola,,,,Unova,
595,Joltik,,,,Unova,
596,Galvantula,,,,Unova,
597,Ferroseed,,,,Unova,
598,Ferrothorn,,,,Unova,
599,Klink,,,,Unova,
600,Klang,,,,Unova,
601,Klinklang,,,,Unova,
602,Tynamo,,,,Unova,
603,Eelektrik,,,,Unova,
604,Eelektross,,,,Unova,
605,Elgyem,,,,Unova,
606,Beheeyem,,,,Unova,
607,Litwick,,,,Unova,
608,Lampent,,,,Unova,
609,Chandelure,,,,Unova,
610,Axew,,,,Unova,
611,Fraxure,,,,Unova,
612,Haxorus,,,,Unova,
613,Cubchoo,,,,Unova,
614,Beartic,,,,Unova,
615,Cryogonal,,,,Unova,
616,Shelmet,,,,Unova,
617,Accelgor,,,,Unova,
618,Stunfisk,,,,Unova,
619,Mienfoo,,,,Unova,
620,Mienshao,,,,Unova,
621,Druddigon,,,,Unova,
622,Golett,,,,Unova,
623,Golurk,,,,Unova,
624,Pawniard,,,,Unova,
625,Bisharp,,,,Unova,
626,Bouffalant,,,,Unova,
627,Rufflet,,,,Unova,
628,Braviary,,,,Unova,
629,Vullaby,,,,Unova,
630,Mandibuzz,,,,Unova,
631,Heatmor,,,,Unova,
632,Durant,,,,Unova,
633,Deino,,,,Unova,
634,Zweilous,,,,Unova,
635,Hydreigon,,,,Unova,
636,Larvesta,,,,Unova,
637,Volcarona,,,,Unova,
638,Cobalion,,,,Unova,
639,Terrakion,,,,Unova,
640,Virizion,,,,Unova,
641,Tornadus,,,Incarnate Forme,Unova (can come from Dream Radar),
641,Tornadus,,,Therian Forme,Unova (can come from Dream Radar),
642,Thundurus,,,Incarnate Forme,Unova (can come from Dream Radar),
642,Thundurus,,,Therian Forme,Unova (can come from Dream Radar),
643,Reshiram,,,,Unova,
644,Zekrom,,,,Unova,
645,Landorus,,,Incarnate Forme,Unova (can come from Dream Radar),
645,Landorus,,,Therian Forme,Unova (can come from Dream Radar),
646,Kyurem,,,,Unova,
647,Keldeo,,,Ordinary Form,Galar,Formerly event exclusive but is indefinitely obtainable in SWSH Crown Tundra DLC
647,Keldeo,,,Resolute Form,Galar,Formerly event exclusive but is indefinitely obtainable in SWSH Crown Tundra DLC
648,Meloetta,,,,Event or Pokémon Go,Formerly event exclusive but is indefinitely available in SV Indigo Disk DLC and Pokémon Go
649,Genesect,,,,Event,"Event exclusive; reaccuringly, but not consistently, available through Max Raid Events in Pokémon Go"
650,Chespin,,,,Kalos,
651,Quilladin,,,,Kalos,
652,Chesnaught,,,,Kalos,
653,Fennekin,,,,Kalos,
654,Braixen,,,,Kalos,
655,Delphox,,,,Kalos,
656,Froakie,,,,Kalos,
657,Frogadier,,,,Kalos,
658,Greninja,,,,Kalos,
658,Greninja,,,Battle Bond Special Ability,Alola (Pokémon Sun and Pokémon Moon Demo to full copies of Pokémon Sun and Pokémon Moon),"Indefinitely available by transfer from the Pokémon Sun and Pokémon Moon Demo to full copies of Pokémon Sun and Pokémon Moon (only transferable if Pokémon Bank was downloaded from 3DS eShop before it was closed in March, 2023); cannot be bred or evolved into"
659,Bunnelby,,,,Kalos,
660,Diggersby,,,,Kalos,
661,Fletchling,,,,Kalos,
662,Fletchinder,,,,Kalos,
663,Talonflame,,,,Kalos,
664,Scatterbug,,,,Kalos,
665,Spewpa,,,,Kalos,
666,Vivillon,,,Icy Snow Pattern,Kalos,
666,Vivillon,,,Polar Pattern,Kalos,
666,Vivillon,,,Tundra Pattern,Kalos,
666,Vivillon,,,Continental Pattern,Kalos,
666,Vivillon,,,Garden Pattern,Kalos,
666,Vivillon,,,Elegant Pattern,Kalos,
666,Vivillon,,,Meadow Pattern,Kalos,
666,Vivillon,,,Modern Pattern,Kalos,
666,Vivillon,,,Marine Pattern,Kalos,
666,Vivillon,,,Archipelago Pattern,Kalos,
666,Vivillon,,,High Plains Pattern,Kalos,
666,Vivillon,,,Sandstorm Pattern,Kalos,
666,Vivillon,,,River Pattern,Kalos,
666,Vivillon,,,Monsoon Pattern,Kalos,
666,Vivillon,,,Savanna Pattern,Kalos,
666,Vivillon,,,Sun Pattern,Kalos,
666,Vivillon,,,Ocean Pattern,Kalos,
666,Vivillon,,,Jungle Pattern,Kalos,
666,Vivillon,,,Fancy Pattern,Paldea,"Formerly event exclusive, but is indefinitely available in SV"
666,Vivillon,,,Poké Ball Pattern,Event,Event exclusive
667,Litleo,,,,Kalos,
668,Pyroar,♂,,,Kalos,
668,Pyroar,♀,,,Kalos,
669,Flabébé,,,Red Flower,Kalos,
669,Flabébé,,,Yellow Flower,Kalos,
669,Flabébé,,,Orange Flower,Kalos,
669,Flabébé,,,Blue Flower,Kalos,
669,Flabébé,,,White Flower,Kalos,
670,Floette,,,Red Flower,Kalos,
670,Floette,,,Yellow Flower,Kalos,
670,Floette,,,Orange Flower,Kalos,
670,Floette,,,Blue Flower,Kalos,
670,Floette,,,White Flower,Kalos,
671,Florges,,,Red Flower,Kalos,
671,Florges,,,Yellow Flower,Kalos,
671,Florges,,,Orange Flower,Kalos,
671,Florges,,,Blue Flower,Kalos,
671,Florges,,,White Flower,Kalos,
672,Skiddo,,,,Kalos,
673,Gogoat,,,,Kalos,
674,Pancham,,,,Kalos,
675,Pangoro,,,,Kalos,
676,Furfrou,,,Natural Form,Kalos,
676,Furfrou,,,Heart Trim,Kalos (only available from Pokémon Go for now though),Only transferable to Pokémon Home through Pokémon Go; trims cannot be sent to Pokémon Bank from any game and Furfrou cannot be transfered to any Pokémon game with HOME compatability; Heart Trim is currently event exclusive (specifically around Valentines Day in Pokémon Go)
676,Furfrou,,,Star Trim,Kalos (only available from Pokémon Go for now though),Only transferable to Pokémon Home through Pokémon Go; trims cannot be sent to Pokémon Bank from any game and Furfrou cannot be transfered to any Pokémon game with HOME compatability
676,Furfrou,,,Diamond Trim,Kalos (only available from Pokémon Go for now though),Only transferable to Pokémon Home through Pokémon Go; trims cannot be sent to Pokémon Bank from any game and Furfrou cannot be transfered to any Pokémon game with HOME compatability
676,Furfrou,,,Debutante Trim,Kalos (only available from Pokémon Go for now though),Only transferable to Pokémon Home through Pokémon Go; trims cannot be sent to Pokémon Bank from any game and Furfrou cannot be transfered to any Pokémon game with HOME compatability
676,Furfrou,,,Matron Trim,Kalos (only available from Pokémon Go for now though),Only transferable to Pokémon Home through Pokémon Go; trims cannot be sent to Pokémon Bank from any game and Furfrou cannot be transfered to any Pokémon game with HOME compatability
676,Furfrou,,,Dandy Trim,Kalos (only available from Pokémon Go for now though),Only transferable to Pokémon Home through Pokémon Go; trims cannot be sent to Pokémon Bank from any game and Furfrou cannot be transfered to any Pokémon game with HOME compatability
676,Furfrou,,,La Reine Trim,Kalos (only available from Pokémon Go for now though),Only transferable to Pokémon Home through Pokémon Go; trims cannot be sent to Pokémon Bank from any game and Furfrou cannot be transfered to any Pokémon game with HOME compatability
676,Furfrou,,,Kabuki Trim,Kalos (only available from Pokémon Go for now though),Only transferable to Pokémon Home through Pokémon Go; trims cannot be sent to Pokémon Bank from any game and Furfrou cannot be transfered to any Pokémon game with HOME compatability
676,Furfrou,,,Pharaoh Trim,Kalos (only available from Pokémon Go for now though),Only transferable to Pokémon Home through Pokémon Go; trims cannot be sent to Pokémon Bank from any game and Furfrou cannot be transfered to any Pokémon game with HOME compatability
677,Espurr,,,,Kalos,
678,Meowstic,♂,,,Kalos,
678,Meowstic,♀,,,Kalos,
679,Honedge,,,,Kalos,
680,Doublade,,,,Kalos,
681,Aegislash,,,,Kalos,
682,Spritzee,,,,Kalos,
683,Aromatisse,,,,Kalos,
684,Swirlix,,,,Kalos,
685,Slurpuff,,,,Kalos,
686,Inkay,,,,Kalos,
687,Malamar,,,,Kalos,
688,Binacle,,,,Kalos,
689,Barbaracle,,,,Kalos,
690,Skrelp,,,,Kalos,
691,Dragalge,,,,Kalos,
692,Clauncher,,,,Kalos,
693,Clawitzer,,,,Kalos,
694,Helioptile,,,,Kalos,
695,Heliolisk,,,,Kalos,
696,Tyrunt,,,,Kalos,
697,Tyrantrum,,,,Kalos,
698,Amaura,,,,Kalos,
699,Aurorus,,,,Kalos,
700,Sylveon,,,,Kalos (or Kanto),
701,Hawlucha,,,,Kalos,
702,Dedenne,,,,Kalos,
703,Carbink,,,,Kalos,
704,Goomy,,,,Kalos,
705,Sliggoo,,,,Kalos,
706,Goodra,,,,Kalos,
707,Klefki,,,,Kalos,
708,Phantump,,,,Kalos,
709,Trevenant,,,,Kalos,
710,Pumpkaboo,,,Small Size,Kalos,
710,Pumpkaboo,,,Average Size,Kalos,
710,Pumpkaboo,,,Large Size,Kalos,
710,Pumpkaboo,,,Super Size,Kalos,
711,Gourgeist,,,Small Size,Kalos,
711,Gourgeist,,,Average Size,Kalos,
711,Gourgeist,,,Large Size,Kalos,
711,Gourgeist,,,Super Size,Kalos,
712,Bergmite,,,,Kalos,
713,Avalugg,,,,Kalos,
714,Noibat,,,,Kalos,
715,Noivern,,,,Kalos,
716,Xerneas,,,,Kalos,
717,Yveltal,,,,Kalos,
718,Zygarde,,,10% Forme with Power Construct Ability,Kalos,
718,Zygarde,,,50% Forme with Power Construct Ability,Kalos,
719,Diancie,,,,Event,"Event exclusive; has been made available in Pokémon Go through an event, but is not reaccuring"
720,Hoopa,,,Hoopa Confined,Event,"Event exclusive; has been made available in Pokémon Go through an event, but is not reaccuring"
720,Hoopa,,,Hoopa Unbound,Event,"Event exclusive; has been made available in Pokémon Go through an event, but is not reaccuring"
721,Volcanion,,,,Event,Event exclusive
722,Rowlet,,,,Alola,
723,Dartrix,,,,Alola,
724,Decidueye,,,,Alola,
725,Litten,,,,Alola,
726,Torracat,,,,Alola,
727,Incineroar,,,,Alola,
728,Popplio,,,,Alola,
729,Brionne,,,,Alola,
730,Primarina,,,,Alola,
731,Pikipek,,,,Alola,
732,Trumbeak,,,,Alola,
733,Toucannon,,,,Alola,
734,Yungoos,,,,Alola,
735,Gumshoos,,,,Alola,
736,Grubbin,,,,Alola,
737,Charjabug,,,,Alola,
738,Vikavolt,,,,Alola,
739,Crabrawler,,,,Alola,
740,Crabominable,,,,Alola,
741,Oricorio,,,Baile Style,Alola,
741,Oricorio,,,Pom-Pom Style,Alola,
741,Oricorio,,,Pa'u Style,Alola,
741,Oricorio,,,Sensu Style,Alola,
742,Cutiefly,,,,Alola,
743,Ribombee,,,,Alola,
744,Rockruff,,,,Alola,
744,Rockruff,,,Own Tempo Special Ability,"Galar or Alola (event exclusive in Alola unless traded for with someone else, but indefinitely available in Galar)","Formerly event exclusive, but is indefinitely available in SWSH Isle of Armor DLC and SV"
745,Lycanroc,,,Midday Form,Alola,
745,Lycanroc,,,Midnight Form,Alola,
745,Lycanroc,,,Dusk Form,"Galar or Alola (event exclusive in Alola unless traded for with someone else, but indefinitely available in Galar)","Formerly event exclusive, but is indefinitely available in SWSH Isle of Armor DLC and SV"
746,Wishiwashi,,,,Alola,
747,Mareanie,,,,Alola,
748,Toxapex,,,,Alola,
749,Mudbray,,,,Alola,
750,Mudsdale,,,,Alola,
751,Dewpider,,,,Alola,
752,Araquanid,,,,Alola,
753,Fomantis,,,,Alola,
754,Lurantis,,,,Alola,
755,Morelull,,,,Alola,
756,Shiinotic,,,,Alola,
757,Salandit,,,,Alola,
758,Salazzle,,,,Alola,
759,Stufful,,,,Alola,
760,Bewear,,,,Alola,
761,Bounsweet,,,,Alola,
762,Steenee,,,,Alola,
763,Tsareena,,,,Alola,
764,Comfey,,,,Alola,
765,Oranguru,,,,Alola,
766,Passimian,,,,Alola,
767,Wimpod,,,,Alola,
768,Golisopod,,,,Alola,
769,Sandygast,,,,Alola,
770,Palossand,,,,Alola,
771,Pyukumuku,,,,Alola,
772,Type: Null,,,,Alola,
773,Silvally,,,,Alola,
774,Minior,,,Red Core,Alola,
774,Minior,,,Orange Core,Alola,
774,Minior,,,Yellow Core,Alola,
774,Minior,,,Green Core,Alola,
774,Minior,,,Blue Core,Alola,
774,Minior,,,Indigo Core,Alola,
774,Minior,,,Violet Core,Alola,
775,Komala,,,,Alola,
776,Turtonator,,,,Alola,
777,Togedemaru,,,,Alola,
778,Mimikyu,,,,Alola,
779,Bruxish,,,,Alola,
780,Drampa,,,,Alola,
781,Dhelmise,,,,Alola,
782,Jangmo-o,,,,Alola,
783,Hakamo-o,,,,Alola,
784,Kommo-o,,,,Alola,
785,Tapu Koko,,,,Alola,
786,Tapu Lele,,,,Alola,
787,Tapu Bulu,,,,Alola,
788,Tapu Fini,,,,Alola,
789,Cosmog,,,,Alola,
790,Cosmoem,,,,Alola,
791,Solgaleo,,,,Alola,
792,Lunala,,,,Alola,
793,Nihilego,,,,Alola,
794,Buzzwole,,,,Alola,
795,Pheromosa,,,,Alola,
796,Xurkitree,,,,Alola,
797,Celesteela,,,,Alola,
798,Kartana,,,,Alola,
799,Guzzlord,,,,Alola,
800,Necrozma,,,,Alola,
801,Magearna,,,,Alola,"Indefinitely available by scanning a QR code in Gen 7 games (only transferable if Pokémon Bank was downloaded from 3DS eShop before it was closed in March, 2023)"
801,Magearna,,,Original Color Magearna,Home,"Indefinitely available as a Pokémon Home gift for completing the National Dex, including mythicals"
802,Marshadow,,,,Event,Event exclusive
803,Poipole,,,,Alola,
804,Naganadel,,,,Alola,
805,Stakataka,,,,Alola,
806,Blacephalon,,,,Alola,
807,Zeraora,,,,Event,Event exclusive
19,Rattata,,,Alolan Form,Alola,
20,Raticate,,,Alolan Form,Alola,
26,Raichu,,,Alolan Form,Alola (or Kanto),
27,Sandshrew,,,Alolan Form,Alola,
28,Sandslash,,,Alolan Form,Alola,
37,Vulpix,,,Alolan Form,Alola,
38,Ninetales,,,Alolan Form,Alola,
50,Diglett,,,Alolan Form,Alola,
51,Dugtrio,,,Alolan Form,Alola,
52,Meowth,,,Alolan Form,Alola,
53,Persian,,,Alolan Form,Alola,
74,Geodude,,,Alolan Form,Alola,
75,Graveler,,,Alolan Form,Alola,
76,Golem,,,Alolan Form,Alola,
88,Grimer,,,Alolan Form,Alola,
89,Muk,,,Alolan Form,Alola,
103,Exeggutor,,,Alolan Form,Alola (or Kanto),
105,Marowak,,,Alolan Form,Alola (or Kanto),
808,Meltan,,,,Pokémon Go,Indefinitely available by transfer from Pokémon Go
809,Melmetal,,,,Pokémon Go,Indefinitely available by transfer from Pokémon Go
809,Melmetal,,1,,Home,Event exclusive (Pokémon Home gift for transfering Pokémon from Pokémon Go for the first time); the GM factor cannot be given to Melmetal in game and must be obtained through an event
810,Grookey,,,,Galar,
811,Thwackey,,,,Galar,
812,Rillaboom,,1,,Galar,
813,Scorbunny,,,,Galar,
814,Raboot,,,,Galar,
815,Cinderace,,1,,Galar,
816,Sobble,,,,Galar,
817,Drizzile,,,,Galar,
818,Inteleon,,1,,Galar,
819,Skwovet,,,,Galar,
820,Greedent,,,,Galar,
821,Rookidee,,,,Galar,
822,Corvisquire,,,,Galar,
823,Corviknight,,1,,Galar,
824,Blipbug,,,,Galar,
825,Dottler,,,,Galar,
826,Orbeetle,,1,,Galar,
827,Nickit,,,,Galar,
828,Thievul,,,,Galar,
829,Gossifleur,,,,Galar,
830,Eldegoss,,,,Galar,
831,Wooloo,,,,Galar,
832,Dubwool,,,,Galar,
833,Chewtle,,,,Galar,
834,Drednaw,,1,,Galar,
835,Yamper,,,,Galar,
836,Boltund,,,,Galar,
837,Rolycoly,,,,Galar,
838,Carkol,,,,Galar,
839,Coalossal,,1,,Galar,
840,Applin,,,,Galar,
841,Flapple,,1,,Galar,
842,Appletun,,1,,Galar,
843,Silicobra,,,,Galar,
844,Sandaconda,,1,,Galar,
845,Cramorant,,,,Galar,
846,Arrokuda,,,,Galar,
847,Barraskewda,,,,Galar,
848,Toxel,,,,Galar,
849,Toxtricity,,1,Amped Form,Galar,
849,Toxtricity,,1,Low Key Form,Galar,
850,Sizzlipede,,,,Galar,
851,Centiskorch,,1,,Galar,
852,Clobbopus,,,,Galar,
853,Grapploct,,,,Galar,
854,Sinistea,,,Phony Form,Galar,
854,Sinistea,,,Antique Form,Galar,
855,Polteageist,,,Phony Form,Galar,
855,Polteageist,,,Antique Form,Galar,
856,Hatenna,,,,Galar,
857,Hattrem,,,,Galar,
858,Hatterene,,1,,Galar,
859,Impidimp,,,,Galar,
860,Morgrem,,,,Galar,
861,Grimmsnarl,,1,,Galar,
862,Obstagoon,,,,Galar,
863,Perrserker,,,,Galar,
864,Cursola,,,,Galar,
865,Sirfetch'd,,,,Galar,
866,Mr. Rime,,,,Galar (or Sinnoh),
867,Runerigus,,,,Galar,
868,Milcery,,,,Galar,
869,Alcremie,,1,Vanilla Cream Strawberry Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Vanilla CreamBerry Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Vanilla Cream Love Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Vanilla Cream Star Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Vanilla Cream Clover Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Vanilla Cream Flower Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Vanilla Cream Ribbon Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Ruby Cream Strawberry Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Ruby Cream Berry Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Ruby Cream Love Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Ruby Cream Star Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Ruby Cream Clover Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Ruby Cream Flower Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Ruby Cream Ribbon Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Matcha Cream Strawberry Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Matcha Cream Berry Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Matcha Cream Love Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Matcha Cream Star Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Matcha Cream Clover Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Matcha Cream Flower Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Matcha Cream Ribbon Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Mint Cream Strawberry Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Mint Cream Berry Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Mint Cream Love Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Mint Cream Star Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Mint Cream Clover Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Mint Cream Flower Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Mint Cream Ribbon Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Lemon Cream Strawberry Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Lemon Cream Berry Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Lemon Cream Love Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Lemon Cream Star Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Lemon Cream Clover Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Lemon Cream Flower Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Lemon Cream Ribbon Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Salted Cream Strawberry Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Salted Cream Berry Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Salted Cream Love Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Salted Cream Star Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Salted Cream Clover Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Salted Cream Flower Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Salted Cream Ribbon Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Ruby Swirl Strawberry Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Ruby Swirl Berry Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Ruby Swirl Love Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Ruby Swirl Star Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Ruby Swirl Clover Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Ruby Swirl Flower Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Ruby Swirl Ribbon Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Caramel Swirl Strawberry Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Caramel Swirl Berry Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Caramel Swirl Love Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Caramel Swirl Star Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Caramel Swirl Clover Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Caramel Swirl Flower Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Caramel Swirl Ribbon Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Rainbow Swirl Strawberry Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Rainbow Swirl Berry Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Rainbow Swirl Love Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Rainbow Swirl Star Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Rainbow Swirl Clover Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Rainbow Swirl Flower Alcremie,Galar,Only one needs the GM factor to have the form registered
869,Alcremie,,1,Rainbow Swirl Ribbon Alcremie,Galar,Only one needs the GM factor to have the form registered
870,Falinks,,,,Galar,
871,Pincurchin,,,,Galar,
872,Snom,,,,Galar,
873,Frosmoth,,,,Galar,
874,Stonjourner,,,,Galar,
875,Eiscue,,,,Galar,
876,Indeedee,♂,,,Galar,
876,Indeedee,♀,,,Galar,
877,Morpeko,,,,Galar,
878,Cufant,,,,Galar,
879,Copperajah,,1,,Galar,
880,Dracozolt,,,,Galar,
881,Arctozolt,,,,Galar,
882,Dracovish,,,,Galar,
883,Arctovish,,,,Galar,
884,Duraludon,,1,,Galar,
885,Dreepy,,,,Galar,
886,Drakloak,,,,Galar,
887,Dragapult,,,,Galar,
888,Zacian,,,,Galar,
889,Zamazenta,,,,Galar,
890,Eternatus,,,,Galar,
891,Kubfu,,,,Galar,
892,Urshifu,,1,Single Strike Style,Galar,
892,Urshifu,,1,Rapid Strike Style,Galar,
893,Zarude,,,,Event,"Event exclusive; has been made available in Pokémon Go through an event, but has not been reaccuring"
893,Zarude,,,Dada Zarude,Event,Event exclusive
894,Regieleki,,,,Galar,
895,Regidrago,,,,Galar,
896,Glastrier,,,,Galar,
897,Spectrier,,,,Galar,
898,Calyrex,,,,Galar,
52,Meowth,,,Galarian Form,Galar,
77,Ponyta,,,Galarian Form,Galar,
78,Rapidash,,,Galarian Form,Galar,
79,Slowpoke,,,Galarian Form,Galar,
80,Slowbro,,,Galarian Form,Galar,
83,Farfetch'd,,,Galarian Form,Galar,
110,Weezing,,,Galarian Form,Galar (or Kanto),
122,Mr. Mime,,,Galarian Form,Galar (or Sinnoh),
144,Articuno,,,Galarian Form,Galar,
145,Zapdos,,,Galarian Form,Galar,
146,Moltres,,,Galarian Form,Galar,
199,Slowking,,,Galarian Form,Galar,
222,Corsola,,,Galarian Form,Galar,
263,Zigzagoon,,,Galarian Form,Galar,
264,Linoone,,,Galarian Form,Galar,
554,Darumaka,,,Galarian Form,Galar,
555,Darmanitan,,,Galarian Form,Galar,
562,Yamask,,,Galarian Form,Galar,
618,Stunfisk,,,Galarian Form,Galar,
899,Wyrdeer,,,,Hisui (or Johto),
900,Kleavor,,,,Hisui (or Kanto),
901,Ursaluna,,,,Hisui (or Johto),
901,Ursaluna,,,Bloodmoon Form,Paldea,Cannot be bred or evolved into
902,Basculegion,♂,,,Hisui,
902,Basculegion,♀,,,Hisui,
903,Sneasler,,,,Hisui,
904,Overqwil,,,,Hisui,
905,Enamorus,,,Incarnate Forme,Hisui,
905,Enamorus,,,Therian Forme,Hisui,
58,Growlithe,,,Hisuian Form,Hisui,
59,Arcanine,,,Hisuian Form,Hisui,
100,Voltorb,,,Hisuian Form,Hisui,
101,Electrode,,,Hisuian Form,Hisui,
157,Typhlosion,,,Hisuian Form,Hisui (or Johto),
211,Qwilfish,,,Hisuian Form,Hisui,
215,Sneasel,♂,,Hisuian Form,Hisui,
215,Sneasel,♀,,Hisuian Form,Hisui,
503,Samurott,,,Hisuian Form,Hisui (or Unova),
549,Lilligant,,,Hisuian Form,Hisui (or Unova),
